beruf,bl,bundesland,trend_3y,trend_window,share_label,count_year,count_latest,group_id,beruf_id
MarketingassistentIn,AT11,Burgenland,tendenziell,2026-2028,30% - geringer Anteil,2025.0,61.0,286,862
MarketingassistentIn,AT12,Niederösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,416.0,286,862
MarketingassistentIn,AT13,Wien,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,957.0,286,862
MarketingassistentIn,AT21,Kärnten,tendenziell,2026-2028,30% - geringer Anteil,2025.0,213.0,286,862
MarketingassistentIn,AT22,Steiermark,tendenziell,2026-2028,30% - geringer Anteil,2025.0,431.0,286,862
MarketingassistentIn,AT31,Oberösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,643.0,286,862
MarketingassistentIn,AT32,Salzburg,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,385.0,286,862
MarketingassistentIn,AT33,Tirol,tendenziell,2026-2028,30% - geringer Anteil,2025.0,360.0,286,862
MarketingassistentIn,AT34,Vorarlberg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,128.0,286,862
MarketingmanagerIn,AT,Österreich,positiv,2026-2028,50% - mittlerer Anteil,2025.0,5470.0,286,1240
MarketingmanagerIn,AT11,Burgenland,positiv,2026-2028,30% - geringer Anteil,2025.0,64.0,286,1240
MarketingmanagerIn,AT12,Niederösterreich,positiv,2026-2028,30% - geringer Anteil,2025.0,464.0,286,1240
MarketingmanagerIn,AT13,Wien,positiv,2026-2028,74% - hoher Anteil,2025.0,1885.0,286,1240
MarketingmanagerIn,AT21,Kärnten,positiv,2026-2028,30% - geringer Anteil,2025.0,213.0,286,1240
MarketingmanagerIn,AT22,Steiermark,positiv,2026-2028,30% - geringer Anteil,2025.0,432.0,286,1240
MarketingmanagerIn,AT31,Oberösterreich,positiv,2026-2028,30% - geringer Anteil,2025.0,747.0,286,1240
MarketingmanagerIn,AT32,Salzburg,positiv,2026-2028,50% - mittlerer Anteil,2025.0,614.0,286,1240
MarketingmanagerIn,AT33,Tirol,positiv,2026-2028,30% - geringer Anteil,2025.0,381.0,286,1240
MarketingmanagerIn,AT34,Vorarlberg,positiv,2026-2028,30% - geringer Anteil,2025.0,169.0,286,1240
PR-BeraterIn,AT,Österreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,1645.0,286,863
PR-BeraterIn,AT11,Burgenland,tendenziell,2026-2028,0% - sehr geringer Anteil,,,286,863
PR-BeraterIn,AT12,Niederösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,122.0,286,863
PR-BeraterIn,AT13,Wien,tendenziell,2026-2028,30% - geringer Anteil,2025.0,642.0,286,863
PR-BeraterIn,AT21,Kärnten,tendenziell,2026-2028,30% - geringer Anteil,2025.0,51.0,286,863
PR-BeraterIn,AT22,Steiermark,tendenziell,2026-2028,30% - geringer Anteil,2025.0,123.0,286,863
PR-BeraterIn,AT31,Oberösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,181.0,286,863
PR-BeraterIn,AT32,Salzburg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,170.0,286,863
PR-BeraterIn,AT33,Tirol,tendenziell,2026-2028,30% - geringer Anteil,2025.0,126.0,286,863
PR-BeraterIn,AT34,Vorarlberg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,62.0,286,863
ProduktmanagerIn,AT,Österreich,positiv,2026-2028,30% - geringer Anteil,2025.0,3714.0,286,1195
ProduktmanagerIn,AT11,Burgenland,positiv,2026-2028,30% - geringer Anteil,2025.0,32.0,286,1195
ProduktmanagerIn,AT12,Niederösterreich,positiv,2026-2028,30% - geringer Anteil,2025.0,328.0,286,1195
ProduktmanagerIn,AT13,Wien,positiv,2026-2028,50% - mittlerer Anteil,2025.0,1098.0,286,1195
ProduktmanagerIn,AT21,Kärnten,positiv,2026-2028,30% - geringer Anteil,2025.0,112.0,286,1195
ProduktmanagerIn,AT22,Steiermark,positiv,2026-2028,30% - geringer Anteil,2025.0,426.0,286,1195
ProduktmanagerIn,AT31,Oberösterreich,positiv,2026-2028,30% - geringer Anteil,2025.0,638.0,286,1195
ProduktmanagerIn,AT32,Salzburg,positiv,2026-2028,30% - geringer Anteil,2025.0,292.0,286,1195
ProduktmanagerIn,AT33,Tirol,positiv,2026-2028,30% - geringer Anteil,2025.0,398.0,286,1195
ProduktmanagerIn,AT34,Vorarlberg,positiv,2026-2028,30% - geringer Anteil,2025.0,111.0,286,1195
Social-Media-ManagerIn,AT,Österreich,positiv,2026-2028,30% - geringer Anteil,2025.0,1535.0,286,1260
Social-Media-ManagerIn,AT11,Burgenland,positiv,2026-2028,30% - geringer Anteil,2025.0,22.0,286,1260
Social-Media-ManagerIn,AT12,Niederösterreich,positiv,2026-2028,30% - geringer Anteil,2025.0,99.0,286,1260
Social-Media-ManagerIn,AT13,Wien,positiv,2026-2028,30% - geringer Anteil,2025.0,536.0,286,1260
Social-Media-ManagerIn,AT21,Kärnten,positiv,2026-2028,30% - geringer Anteil,2025.0,67.0,286,1260
Social-Media-ManagerIn,AT22,Steiermark,positiv,2026-2028,30% - geringer Anteil,2025.0,121.0,286,1260
Social-Media-ManagerIn,AT31,Oberösterreich,positiv,2026-2028,30% - geringer Anteil,2025.0,221.0,286,1260
Social-Media-ManagerIn,AT32,Salzburg,positiv,2026-2028,30% - geringer Anteil,2025.0,199.0,286,1260
Social-Media-ManagerIn,AT33,Tirol,positiv,2026-2028,30% - geringer Anteil,2025.0,104.0,286,1260
Social-Media-ManagerIn,AT34,Vorarlberg,positiv,2026-2028,30% - geringer Anteil,2025.0,45.0,286,1260
Visual Merchandiser (m/w),AT,Österreich,gleichbleibend,2026-2028,0% - sehr geringer Anteil,2025.0,435.0,286,705
Visual Merchandiser (m/w),AT11,Burgenland,gleichbleibend,2026-2028,0% - sehr geringer Anteil,,,286,705
Visual Merchandiser (m/w),AT12,Niederösterreich,gleichbleibend,2026-2028,0% - sehr geringer Anteil,2025.0,50.0,286,705
Visual Merchandiser (m/w),AT13,Wien,gleichbleibend,2026-2028,0% - sehr geringer Anteil,2025.0,77.0,286,705
Visual Merchandiser (m/w),AT21,Kärnten,gleichbleibend,2026-2028,0% - sehr geringer Anteil,2025.0,22.0,286,705
Visual Merchandiser (m/w),AT22,Steiermark,gleichbleibend,2026-2028,0% - sehr geringer Anteil,2025.0,50.0,286,705
Visual Merchandiser (m/w),AT31,Oberösterreich,gleichbleibend,2026-2028,0% - sehr geringer Anteil,2025.0,84.0,286,705
Visual Merchandiser (m/w),AT32,Salzburg,gleichbleibend,2026-2028,0% - sehr geringer Anteil,2025.0,39.0,286,705
Visual Merchandiser (m/w),AT33,Tirol,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,70.0,286,705
Visual Merchandiser (m/w),AT34,Vorarlberg,gleichbleibend,2026-2028,0% - sehr geringer Anteil,,,286,705
BetriebstechnikerIn,AT,Österreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,2088.0,290,874
BetriebstechnikerIn,AT11,Burgenland,tendenziell,2026-2028,30% - geringer Anteil,2025.0,27.0,290,874
BetriebstechnikerIn,AT12,Niederösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,189.0,290,874
BetriebstechnikerIn,AT13,Wien,tendenziell,2026-2028,30% - geringer Anteil,2025.0,331.0,290,874
BetriebstechnikerIn,AT21,Kärnten,tendenziell,2026-2028,30% - geringer Anteil,2025.0,130.0,290,874
BetriebstechnikerIn,AT22,Steiermark,tendenziell,2026-2028,30% - geringer Anteil,2025.0,276.0,290,874
BetriebstechnikerIn,AT31,Oberösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,502.0,290,874
BetriebstechnikerIn,AT32,Salzburg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,173.0,290,874
BetriebstechnikerIn,AT33,Tirol,tendenziell,2026-2028,30% - geringer Anteil,2025.0,155.0,290,874
BetriebstechnikerIn,AT34,Vorarlberg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,114.0,290,874
QualitätssicherungstechnikerIn,AT,Österreich,tendenziell,2026-2028,74% - hoher Anteil,2025.0,8482.0,290,710
QualitätssicherungstechnikerIn,AT11,Burgenland,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,103.0,290,710
QualitätssicherungstechnikerIn,AT12,Niederösterreich,tendenziell,2026-2028,74% - hoher Anteil,2025.0,1155.0,290,710
QualitätssicherungstechnikerIn,AT13,Wien,tendenziell,2026-2028,74% - hoher Anteil,2025.0,1304.0,290,710
QualitätssicherungstechnikerIn,AT21,Kärnten,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,429.0,290,710
QualitätssicherungstechnikerIn,AT22,Steiermark,tendenziell,2026-2028,74% - hoher Anteil,2025.0,1302.0,290,710
QualitätssicherungstechnikerIn,AT31,Oberösterreich,tendenziell,2026-2028,74% - hoher Anteil,2025.0,1951.0,290,710
QualitätssicherungstechnikerIn,AT32,Salzburg,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,463.0,290,710
QualitätssicherungstechnikerIn,AT33,Tirol,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,682.0,290,710
QualitätssicherungstechnikerIn,AT34,Vorarlberg,tendenziell,2026-2028,74% - hoher Anteil,2025.0,380.0,290,710
TechnischeR SachbearbeiterIn,AT,Österreich,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,2215.0,290,1198
TechnischeR SachbearbeiterIn,AT11,Burgenland,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,28.0,290,1198
TechnischeR SachbearbeiterIn,AT12,Niederösterreich,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,328.0,290,1198
TechnischeR SachbearbeiterIn,AT13,Wien,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,333.0,290,1198
TechnischeR SachbearbeiterIn,AT21,Kärnten,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,120.0,290,1198
TechnischeR SachbearbeiterIn,AT22,Steiermark,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,243.0,290,1198
TechnischeR SachbearbeiterIn,AT31,Oberösterreich,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,489.0,290,1198
TechnischeR SachbearbeiterIn,AT32,Salzburg,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,217.0,290,1198
TechnischeR SachbearbeiterIn,AT33,Tirol,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,129.0,290,1198
TechnischeR SachbearbeiterIn,AT34,Vorarlberg,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,130.0,290,1198
VertriebstechnikerIn,AT,Österreich,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,4742.0,290,855
VertriebstechnikerIn,AT11,Burgenland,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,77.0,290,855
VertriebstechnikerIn,AT12,Niederösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,531.0,290,855
VertriebstechnikerIn,AT13,Wien,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,1170.0,290,855
VertriebstechnikerIn,AT21,Kärnten,tendenziell,2026-2028,30% - geringer Anteil,2025.0,177.0,290,855
VertriebstechnikerIn,AT22,Steiermark,tendenziell,2026-2028,30% - geringer Anteil,2025.0,468.0,290,855
VertriebstechnikerIn,AT31,Oberösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,808.0,290,855
VertriebstechnikerIn,AT32,Salzburg,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,425.0,290,855
VertriebstechnikerIn,AT33,Tirol,tendenziell,2026-2028,30% - geringer Anteil,2025.0,386.0,290,855
VertriebstechnikerIn,AT34,Vorarlberg,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,300.0,290,855
WirtschaftsingenieurIn,AT,Österreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,2083.0,290,923
WirtschaftsingenieurIn,AT11,Burgenland,tendenziell,2026-2028,30% - geringer Anteil,2025.0,22.0,290,923
WirtschaftsingenieurIn,AT12,Niederösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,256.0,290,923
WirtschaftsingenieurIn,AT13,Wien,tendenziell,2026-2028,30% - geringer Anteil,2025.0,456.0,290,923
WirtschaftsingenieurIn,AT21,Kärnten,tendenziell,2026-2028,30% - geringer Anteil,2025.0,64.0,290,923
WirtschaftsingenieurIn,AT22,Steiermark,tendenziell,2026-2028,30% - geringer Anteil,2025.0,251.0,290,923
WirtschaftsingenieurIn,AT31,Oberösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,435.0,290,923
WirtschaftsingenieurIn,AT32,Salzburg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,134.0,290,923
WirtschaftsingenieurIn,AT33,Tirol,tendenziell,2026-2028,30% - geringer Anteil,2025.0,201.0,290,923
WirtschaftsingenieurIn,AT34,Vorarlberg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,86.0,290,923
ControllerIn,AT,Österreich,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,6600.0,291,400
ControllerIn,AT11,Burgenland,tendenziell,2026-2028,30% - geringer Anteil,2025.0,63.0,291,400
ControllerIn,AT12,Niederösterreich,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,754.0,291,400
ControllerIn,AT13,Wien,tendenziell,2026-2028,74% - hoher Anteil,2025.0,1767.0,291,400
ControllerIn,AT21,Kärnten,tendenziell,2026-2028,30% - geringer Anteil,2025.0,243.0,291,400
ControllerIn,AT22,Steiermark,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,858.0,291,400
ControllerIn,AT31,Oberösterreich,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,1268.0,291,400
ControllerIn,AT32,Salzburg,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,497.0,291,400
ControllerIn,AT33,Tirol,tendenziell,2026-2028,30% - geringer Anteil,2025.0,394.0,291,400
ControllerIn,AT34,Vorarlberg,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,258.0,291,400
KalkulantIn,AT,Österreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,1437.0,291,1011
KalkulantIn,AT11,Burgenland,tendenziell,2026-2028,30% - geringer Anteil,2025.0,26.0,291,1011
KalkulantIn,AT12,Niederösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,208.0,291,1011
KalkulantIn,AT13,Wien,tendenziell,2026-2028,30% - geringer Anteil,2025.0,284.0,291,1011
KalkulantIn,AT21,Kärnten,tendenziell,2026-2028,30% - geringer Anteil,2025.0,61.0,291,1011
KalkulantIn,AT22,Steiermark,tendenziell,2026-2028,30% - geringer Anteil,2025.0,185.0,291,1011
KalkulantIn,AT31,Oberösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,359.0,291,1011
KalkulantIn,AT32,Salzburg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,80.0,291,1011
KalkulantIn,AT33,Tirol,tendenziell,2026-2028,30% - geringer Anteil,2025.0,57.0,291,1011
KalkulantIn,AT34,Vorarlberg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,65.0,291,1011
PersonalberaterIn,AT,Österreich,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,1684.0,291,1113
PersonalberaterIn,AT11,Burgenland,gleichbleibend,2026-2028,0% - sehr geringer Anteil,,,291,1113
PersonalberaterIn,AT12,Niederösterreich,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,163.0,291,1113
PersonalberaterIn,AT13,Wien,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,461.0,291,1113
PersonalberaterIn,AT21,Kärnten,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,82.0,291,1113
PersonalberaterIn,AT22,Steiermark,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,206.0,291,1113
PersonalberaterIn,AT31,Oberösterreich,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,314.0,291,1113
PersonalberaterIn,AT32,Salzburg,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,119.0,291,1113
PersonalberaterIn,AT33,Tirol,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,119.0,291,1113
PersonalberaterIn,AT34,Vorarlberg,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,64.0,291,1113
SteuerassistentIn,AT,Österreich,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,534.0,291,1244
SteuerassistentIn,AT11,Burgenland,tendenziell,2026-2028,0% - sehr geringer Anteil,,,291,1244
SteuerassistentIn,AT12,Niederösterreich,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,69.0,291,1244
SteuerassistentIn,AT13,Wien,tendenziell,2026-2028,30% - geringer Anteil,2025.0,153.0,291,1244
SteuerassistentIn,AT21,Kärnten,tendenziell,2026-2028,0% - sehr geringer Anteil,,,291,1244
SteuerassistentIn,AT22,Steiermark,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,52.0,291,1244
SteuerassistentIn,AT31,Oberösterreich,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,104.0,291,1244
SteuerassistentIn,AT32,Salzburg,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,40.0,291,1244
SteuerassistentIn,AT33,Tirol,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,52.0,291,1244
SteuerassistentIn,AT34,Vorarlberg,tendenziell,2026-2028,0% - sehr geringer Anteil,,,291,1244
TranslatorIn,AT,Österreich,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,278.0,291,992
TranslatorIn,AT11,Burgenland,tendenziell,2026-2028,0% - sehr geringer Anteil,,,291,992
TranslatorIn,AT12,Niederösterreich,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,35.0,291,992
TranslatorIn,AT13,Wien,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,81.0,291,992
TranslatorIn,AT21,Kärnten,tendenziell,2026-2028,0% - sehr geringer Anteil,,,291,992
TranslatorIn,AT22,Steiermark,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,32.0,291,992
TranslatorIn,AT31,Oberösterreich,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,30.0,291,992
TranslatorIn,AT32,Salzburg,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,20.0,291,992
TranslatorIn,AT33,Tirol,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,38.0,291,992
TranslatorIn,AT34,Vorarlberg,tendenziell,2026-2028,0% - sehr geringer Anteil,,,291,992
UnternehmensberaterIn,AT,Österreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,2095.0,291,548
UnternehmensberaterIn,AT11,Burgenland,tendenziell,2026-2028,30% - geringer Anteil,2025.0,31.0,291,548
UnternehmensberaterIn,AT12,Niederösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,161.0,291,548
UnternehmensberaterIn,AT13,Wien,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,870.0,291,548
UnternehmensberaterIn,AT21,Kärnten,tendenziell,2026-2028,30% - geringer Anteil,2025.0,71.0,291,548
UnternehmensberaterIn,AT22,Steiermark,tendenziell,2026-2028,30% - geringer Anteil,2025.0,205.0,291,548
UnternehmensberaterIn,AT31,Oberösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,241.0,291,548
UnternehmensberaterIn,AT32,Salzburg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,176.0,291,548
UnternehmensberaterIn,AT33,Tirol,tendenziell,2026-2028,30% - geringer Anteil,2025.0,91.0,291,548
UnternehmensberaterIn,AT34,Vorarlberg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,61.0,291,548
WirtschaftstreuhänderIn,AT,Österreich,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,4901.0,291,798
WirtschaftstreuhänderIn,AT11,Burgenland,tendenziell,2026-2028,30% - geringer Anteil,2025.0,39.0,291,798
WirtschaftstreuhänderIn,AT12,Niederösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,401.0,291,798
WirtschaftstreuhänderIn,AT13,Wien,tendenziell,2026-2028,74% - hoher Anteil,2025.0,1878.0,291,798
WirtschaftstreuhänderIn,AT21,Kärnten,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,346.0,291,798
WirtschaftstreuhänderIn,AT22,Steiermark,tendenziell,2026-2028,30% - geringer Anteil,2025.0,490.0,291,798
WirtschaftstreuhänderIn,AT31,Oberösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,686.0,291,798
WirtschaftstreuhänderIn,AT32,Salzburg,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,396.0,291,798
WirtschaftstreuhänderIn,AT33,Tirol,tendenziell,2026-2028,30% - geringer Anteil,2025.0,208.0,291,798
WirtschaftstreuhänderIn,AT34,Vorarlberg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,166.0,291,798
Data Scientist (m/w),AT,Österreich,positiv,2026-2028,30% - geringer Anteil,2025.0,2207.0,295,1268
Data Scientist (m/w),AT11,Burgenland,positiv,2026-2028,0% - sehr geringer Anteil,,,295,1268
Data Scientist (m/w),AT12,Niederösterreich,positiv,2026-2028,30% - geringer Anteil,2025.0,109.0,295,1268
Data Scientist (m/w),AT13,Wien,positiv,2026-2028,50% - mittlerer Anteil,2025.0,935.0,295,1268
Data Scientist (m/w),AT21,Kärnten,positiv,2026-2028,30% - geringer Anteil,2025.0,59.0,295,1268
Data Scientist (m/w),AT22,Steiermark,positiv,2026-2028,30% - geringer Anteil,2025.0,300.0,295,1268
Data Scientist (m/w),AT31,Oberösterreich,positiv,2026-2028,30% - geringer Anteil,2025.0,299.0,295,1268
Data Scientist (m/w),AT32,Salzburg,positiv,2026-2028,30% - geringer Anteil,2025.0,151.0,295,1268
Data Scientist (m/w),AT33,Tirol,positiv,2026-2028,30% - geringer Anteil,2025.0,89.0,295,1268
Data Scientist (m/w),AT34,Vorarlberg,positiv,2026-2028,30% - geringer Anteil,2025.0,66.0,295,1268
Data-Warehouse-ManagerIn,AT,Österreich,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,505.0,295,602
Data-Warehouse-ManagerIn,AT11,Burgenland,positiv,2026-2028,0% - sehr geringer Anteil,,,295,602
Data-Warehouse-ManagerIn,AT12,Niederösterreich,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,43.0,295,602
Data-Warehouse-ManagerIn,AT13,Wien,positiv,2026-2028,30% - geringer Anteil,2025.0,200.0,295,602
Data-Warehouse-ManagerIn,AT21,Kärnten,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,30.0,295,602
Data-Warehouse-ManagerIn,AT22,Steiermark,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,51.0,295,602
Data-Warehouse-ManagerIn,AT31,Oberösterreich,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,72.0,295,602
Data-Warehouse-ManagerIn,AT32,Salzburg,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,32.0,295,602
Data-Warehouse-ManagerIn,AT33,Tirol,positiv,2026-2028,0% - sehr geringer Anteil,,,295,602
Data-Warehouse-ManagerIn,AT34,Vorarlberg,positiv,2026-2028,30% - geringer Anteil,2025.0,24.0,295,602
DatenbankadministratorIn,AT,Österreich,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,1011.0,295,589
DatenbankadministratorIn,AT11,Burgenland,gleichbleibend,2026-2028,0% - sehr geringer Anteil,,,295,589
DatenbankadministratorIn,AT12,Niederösterreich,gleichbleibend,2026-2028,0% - sehr geringer Anteil,2025.0,59.0,295,589
DatenbankadministratorIn,AT13,Wien,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,435.0,295,589
DatenbankadministratorIn,AT21,Kärnten,gleichbleibend,2026-2028,0% - sehr geringer Anteil,2025.0,34.0,295,589
DatenbankadministratorIn,AT22,Steiermark,gleichbleibend,2026-2028,0% - sehr geringer Anteil,2025.0,75.0,295,589
DatenbankadministratorIn,AT31,Oberösterreich,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,124.0,295,589
DatenbankadministratorIn,AT32,Salzburg,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,51.0,295,589
DatenbankadministratorIn,AT33,Tirol,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,105.0,295,589
DatenbankadministratorIn,AT34,Vorarlberg,gleichbleibend,2026-2028,30% - geringer Anteil,2025.0,33.0,295,589
DatenbankentwicklerIn,AT,Österreich,positiv,2026-2028,30% - geringer Anteil,2025.0,1198.0,295,590
DatenbankentwicklerIn,AT11,Burgenland,positiv,2026-2028,0% - sehr geringer Anteil,,,295,590
DatenbankentwicklerIn,AT12,Niederösterreich,positiv,2026-2028,30% - geringer Anteil,2025.0,102.0,295,590
DatenbankentwicklerIn,AT13,Wien,positiv,2026-2028,30% - geringer Anteil,2025.0,521.0,295,590
DatenbankentwicklerIn,AT21,Kärnten,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,25.0,295,590
DatenbankentwicklerIn,AT22,Steiermark,positiv,2026-2028,30% - geringer Anteil,2025.0,137.0,295,590
DatenbankentwicklerIn,AT31,Oberösterreich,positiv,2026-2028,30% - geringer Anteil,2025.0,205.0,295,590
DatenbankentwicklerIn,AT32,Salzburg,positiv,2026-2028,30% - geringer Anteil,2025.0,58.0,295,590
DatenbankentwicklerIn,AT33,Tirol,positiv,2026-2028,0% - sehr geringer Anteil,,,295,590
DatenbankentwicklerIn,AT34,Vorarlberg,positiv,2026-2028,30% - geringer Anteil,2025.0,40.0,295,590
Datensicherheitsexperte/-expertin,AT,Österreich,positiv,2026-2028,30% - geringer Anteil,2025.0,4066.0,301,593
Datensicherheitsexperte/-expertin,AT11,Burgenland,positiv,2026-2028,30% - geringer Anteil,2025.0,32.0,301,593
Datensicherheitsexperte/-expertin,AT12,Niederösterreich,positiv,2026-2028,30% - geringer Anteil,2025.0,295.0,301,593
Datensicherheitsexperte/-expertin,AT13,Wien,positiv,2026-2028,74% - hoher Anteil,2025.0,1663.0,301,593
Datensicherheitsexperte/-expertin,AT21,Kärnten,positiv,2026-2028,30% - geringer Anteil,2025.0,139.0,301,593
Datensicherheitsexperte/-expertin,AT22,Steiermark,positiv,2026-2028,30% - geringer Anteil,2025.0,453.0,301,593
Datensicherheitsexperte/-expertin,AT31,Oberösterreich,positiv,2026-2028,30% - geringer Anteil,2025.0,682.0,301,593
Datensicherheitsexperte/-expertin,AT32,Salzburg,positiv,2026-2028,30% - geringer Anteil,2025.0,220.0,301,593
Datensicherheitsexperte/-expertin,AT33,Tirol,positiv,2026-2028,30% - geringer Anteil,2025.0,211.0,301,593
Datensicherheitsexperte/-expertin,AT34,Vorarlberg,positiv,2026-2028,30% - geringer Anteil,2025.0,102.0,301,593
IT-ProjektmanagerIn,AT,Österreich,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,5823.0,301,635
IT-ProjektmanagerIn,AT11,Burgenland,tendenziell,2026-2028,30% - geringer Anteil,2025.0,39.0,301,635
IT-ProjektmanagerIn,AT12,Niederösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,471.0,301,635
IT-ProjektmanagerIn,AT13,Wien,tendenziell,2026-2028,74% - hoher Anteil,2025.0,2077.0,301,635
IT-ProjektmanagerIn,AT21,Kärnten,tendenziell,2026-2028,30% - geringer Anteil,2025.0,178.0,301,635
IT-ProjektmanagerIn,AT22,Steiermark,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,618.0,301,635
IT-ProjektmanagerIn,AT31,Oberösterreich,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,1017.0,301,635
